# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      16.38
2                      16.19
4                      16.16
8                      16.18
16                     16.09
32                     16.12
64                     16.12
128                    16.15
256                    16.06
512                    16.16
1024                   16.21
2048                   16.68
4096                   17.75
8192                   18.19
16384                  18.45
32768                  19.37
65536                  19.59
131072                 20.80
262144                 23.22
524288                 28.03
1048576                44.26
