# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                       6.41
8                       6.47
16                      6.45
32                      6.43
64                      6.59
128                     6.62
256                     7.09
512                    17.64
1024                   39.83
2048                   36.67
4096                   71.59
8192                   75.19
16384                  78.00
32768                  82.06
65536                  92.01
131072                109.09
262144                146.56
524288                267.24
1048576               553.43
